"Production et recettes brutes du lait, selon le type de marché, Québec (15 août 2018)";"";"";"";"";"";"";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"09-2013";"kg";"16523";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"10-2013";"kg";"19201";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"11-2013";"kg";"34621";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"12-2013";"kg";"65010";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"01-2014";"kg";"67341";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"02-2014";"kg";"62262";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"03-2014";"kg";"72581";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"04-2014";"kg";"53440";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"05-2014";"kg";"54047";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"06-2014";"kg";"46896";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"07-2014";"kg";"21166";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"08-2014";"kg";"16815";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"09-2014";"kg";"14617";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"10-2014";"kg";"17815";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"11-2014";"kg";"31463";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"12-2014";"kg";"38908";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"01-2015";"kg";"48076";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"02-2015";"kg";"47809";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"03-2015";"kg";"14577";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"04-2015";"kg";"18213";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"05-2015";"kg";"11401";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"06-2015";"kg";"9838";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"07-2015";"kg";"13803";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"08-2015";"kg";"9530";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"09-2015";"kg";"6793";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"10-2015";"kg";"9401";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"11-2015";"kg";"14940";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"12-2015";"kg";"18169";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"01-2016";"kg";"25336";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"02-2016";"kg";"26586";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"03-2016";"kg";"46834";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"04-2016";"kg";"47682";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"05-2016";"kg";"44838";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"06-2016";"kg";"30855";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"07-2016";"kg";"18119";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"08-2016";"kg";"5774";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"09-2016";"kg";"3765";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"10-2016";"kg";"8072";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"11-2016";"kg";"7405";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"12-2016";"kg";"13547";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"01-2017";"kg";"18185";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"02-2017";"kg";"20542";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"03-2017";"kg";"27565";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"04-2017";"kg";"23780";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"05-2017";"kg";"24261";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"06-2017";"kg";"14291";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"07-2017";"kg";"3291";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"08-2017";"kg";"2723";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"09-2017";"kg";"1934";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"10-2017";"kg";"2739";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"11-2017";"kg";"2627";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"12-2017";"kg";"11025";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"01-2018";"kg";"13833";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"02-2018";"kg";"16232";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"03-2018";"kg";"22430";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"04-2018";"kg";"29181";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"05-2018";"kg";"30902";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"06-2018";"kg";"21225";""
"Production laitière ";"..Hors quota";"Protéine";"Québec";"07-2018";"kg";"13386";""
"Production laitière ";"..Hors quota";"Lactose et autres solides";"Québec";"01-1999";"kg";"984595";""
"Production laitière ";"..Hors quota";"Lactose et autres solides";"Québec";"02-1999";"kg";"1032775";""
"Production laitière ";"..Hors quota";"Lactose et autres solides";"Québec";"03-1999";"kg";"1280722";""
"Production laitière ";"..Hors quota";"Lactose et autres solides";"Québec";"04-1999";"kg";"1388049";""
"Production laitière ";"..Hors quota";"Lactose et autres solides";"Québec";"05-1999";"kg";"1538685";""
"Production laitière ";"..Hors quota";"Lactose et autres solides";"Québec";"06-1999";"kg";"1231740";""
"Production laitière ";"..Hors quota";"Lactose et autres solides";"Québec";"07-1999";"kg";"830402";""
"Production laitière ";"..Hors quota";"Lactose et autres solides";"Québec";"08-1999";"kg";"838400";""
"Production laitière ";"..Hors quota";"Lactose et autres solides";"Québec";"09-1999";"kg";"388676";""
"Production laitière ";"..Hors quota";"Lactose et autres solides";"Québec";"10-1999";"kg";"385819";""
"Production laitière ";"..Hors quota";"Lactose et autres solides";"Québec";"11-1999";"kg";"391201";""
"Production laitière ";"..Hors quota";"Lactose et autres solides";"Québec";"12-1999";"kg";"731844";""
"Production laitière ";"..Hors quota";"Lactose et autres solides";"Québec";"01-2000";"kg";"908399";""
"Production laitière ";"..Hors quota";"Lactose et autres solides";"Québec";"02-2000";"kg";"955324";""
"Production laitière ";"..Hors quota";"Lactose et autres solides";"Québec";"03-2000";"kg";"1112266";""
"Production laitière ";"..Hors quota";"Lactose et autres solides";"Québec";"04-2000";"kg";"1182900";""
"Production laitière ";"..Hors quota";"Lactose et autres solides";"Québec";"05-2000";"kg";"1230511";""
"Production laitière ";"..Hors quota";"Lactose et autres solides";"Québec";"06-2000";"kg";"1104685";""
"Production laitière ";"..Hors quota";"Lactose et autres solides";"Québec";"07-2000";"kg";"748126";""
"Production laitière ";"..Hors quota";"Lactose et autres solides";"Québec";"08-2000";"kg";"377056";""
"Production laitière ";"..Hors quota";"Lactose et autres solides";"Québec";"09-2000";"kg";"383587";""
"Production laitière ";"..Hors quota";"Lactose et autres solides";"Québec";"10-2000";"kg";"387426";""
"Production laitière ";"..Hors quota";"Lactose et autres solides";"Québec";"11-2000";"kg";"206210";""
"Production laitière ";"..Hors quota";"Lactose et autres solides";"Québec";"12-2000";"kg";"265562";""
"Production laitière ";"..Hors quota";"Lactose et autres solides";"Québec";"01-2001";"kg";"394714";""
"Production laitière ";"..Hors quota";"Lactose et autres solides";"Québec";"02-2001";"kg";"362408";""
"Production laitière ";"..Hors quota";"Lactose et autres solides";"Québec";"03-2001";"kg";"400626";""
"Production laitière ";"..Hors quota";"Lactose et autres solides";"Québec";"04-2001";"kg";"372312";""
"Production laitière ";"..Hors quota";"Lactose et autres solides";"Québec";"05-2001";"kg";"431350";""
"Production laitière ";"..Hors quota";"Lactose et autres solides";"Québec";"06-2001";"kg";"374994";""
"Production laitière ";"..Hors quota";"Lactose et autres solides";"Québec";"07-2001";"kg";"253640";""
"Production laitière ";"..Hors quota";"Lactose et autres solides";"Québec";"08-2001";"kg";"143987";""
"Production laitière ";"..Hors quota";"Lactose et autres solides";"Québec";"09-2001";"kg";"158329";""
"Production laitière ";"..Hors quota";"Lactose et autres solides";"Québec";"10-2001";"kg";"174549";""
"Production laitière ";"..Hors quota";"Lactose et autres solides";"Québec";"11-2001";"kg";"186895";""
"Production laitière ";"..Hors quota";"Lactose et autres solides";"Québec";"12-2001";"kg";"275850";""
"Production laitière ";"..Hors quota";"Lactose et autres solides";"Québec";"01-2002";"kg";"353688";""
"Production laitière ";"..Hors quota";"Lactose et autres solides";"Québec";"02-2002";"kg";"312819";""
"Production laitière ";"..Hors quota";"Lactose et autres solides";"Québec";"03-2002";"kg";"340327";""
"Production laitière ";"..Hors quota";"Lactose et autres solides";"Québec";"04-2002";"kg";"333087";""
"Production laitière ";"..Hors quota";"Lactose et autres solides";"Québec";"05-2002";"kg";"176639";""
"Production laitière ";"..Hors quota";"Lactose et autres solides";"Québec";"06-2002";"kg";"133365";""
"Production laitière ";"..Hors quota";"Lactose et autres solides";"Québec";"07-2002";"kg";"59442";""
"Production laitière ";"..Hors quota";"Lactose et autres solides";"Québec";"08-2002";"kg";"33804";""
"Production laitière ";"..Hors quota";"Lactose et autres solides";"Québec";"09-2002";"kg";"33786";""
"Production laitière ";"..Hors quota";"Lactose et autres solides";"Québec";"10-2002";"kg";"31962";""
"Production laitière ";"..Hors quota";"Lactose et autres solides";"Québec";"11-2002";"kg";"28157";""
"Production laitière ";"..Hors quota";"Lactose et autres solides";"Québec";"12-2002";"kg";"35096";""
"Production laitière ";"..Hors quota";"Lactose et autres solides";"Québec";"01-2003";"kg";"41288";""
"Production laitière ";"..Hors quota";"Lactose et autres solides";"Québec";"02-2003";"kg";"35325";""
"Production laitière ";"..Hors quota";"Lactose et autres solides";"Québec";"03-2003";"kg";"39478";""
"Production laitière ";"..Hors quota";"Lactose et autres solides";"Québec";"04-2003";"kg";"28367";""
"Production laitière ";"..Hors quota";"Lactose et autres solides";"Québec";"05-2003";"kg";"51213";""
"Production laitière ";"..Hors quota";"Lactose et autres solides";"Québec";"06-2003";"kg";"68002";""
"Production laitière ";"..Hors quota";"Lactose et autres solides";"Québec";"07-2003";"kg";"55384";""
"Production laitière ";"..Hors quota";"Lactose et autres solides";"Québec";"08-2003";"kg";"39598";""
"Production laitière ";"..Hors quota";"Lactose et autres solides";"Québec";"09-2003";"kg";"41940";""
"Production laitière ";"..Hors quota";"Lactose et autres solides";"Québec";"10-2003";"kg";"47369";""
"Production laitière ";"..Hors quota";"Lactose et autres solides";"Québec";"11-2003";"kg";"43681";""
"Production laitière ";"..Hors quota";"Lactose et autres solides";"Québec";"12-2003";"kg";"73010";""
"Production laitière ";"..Hors quota";"Lactose et autres solides";"Québec";"01-2004";"kg";"82613";""
"Production laitière ";"..Hors quota";"Lactose et autres solides";"Québec";"02-2004";"kg";"98390";""
"Production laitière ";"..Hors quota";"Lactose et autres solides";"Québec";"03-2004";"kg";"113012";""
"Production laitière ";"..Hors quota";"Lactose et autres solides";"Québec";"04-2004";"kg";"118190";""
"Production laitière ";"..Hors quota";"Lactose et autres solides";"Québec";"05-2004";"kg";"121059";""
"Production laitière ";"..Hors quota";"Lactose et autres solides";"Québec";"06-2004";"kg";"115183";""
"Production laitière ";"..Hors quota";"Lactose et autres solides";"Québec";"07-2004";"kg";"75301";""
"Production laitière ";"..Hors quota";"Lactose et autres solides";"Québec";"08-2004";"kg";"30781";""
"Production laitière ";"..Hors quota";"Lactose et autres solides";"Québec";"09-2004";"kg";"29041";""
"Production laitière ";"..Hors quota";"Lactose et autres solides";"Québec";"10-2004";"kg";"32752";""
"Production laitière ";"..Hors quota";"Lactose et autres solides";"Québec";"11-2004";"kg";"31698";""
"Production laitière ";"..Hors quota";"Lactose et autres solides";"Québec";"12-2004";"kg";"82086";""
"Production laitière ";"..Hors quota";"Lactose et autres solides";"Québec";"01-2005";"kg";"104294";""
"Production laitière ";"..Hors quota";"Lactose et autres solides";"Québec";"02-2005";"kg";"114452";""
"Production laitière ";"..Hors quota";"Lactose et autres solides";"Québec";"03-2005";"kg";"160305";""
"Production laitière ";"..Hors quota";"Lactose et autres solides";"Québec";"04-2005";"kg";"149272";""
"Production laitière ";"..Hors quota";"Lactose et autres solides";"Québec";"05-2005";"kg";"166442";""
"Production laitière ";"..Hors quota";"Lactose et autres solides";"Québec";"06-2005";"kg";"156953";""
"Production laitière ";"..Hors quota";"Lactose et autres solides";"Québec";"07-2005";"kg";"74701";""
"Production laitière ";"..Hors quota";"Lactose et autres solides";"Québec";"08-2005";"kg";"30636";""
"Production laitière ";"..Hors quota";"Lactose et autres solides";"Québec";"09-2005";"kg";"30627";""
"Production laitière ";"..Hors quota";"Lactose et autres solides";"Québec";"10-2005";"kg";"34104";""
"Production laitière ";"..Hors quota";"Lactose et autres solides";"Québec";"11-2005";"kg";"34897";""
"Production laitière ";"..Hors quota";"Lactose et autres solides";"Québec";"12-2005";"kg";"84228";""
"Production laitière ";"..Hors quota";"Lactose et autres solides";"Québec";"01-2006";"kg";"104311";""
"Production laitière ";"..Hors quota";"Lactose et autres solides";"Québec";"02-2006";"kg";"135071";""
"Production laitière ";"..Hors quota";"Lactose et autres solides";"Québec";"03-2006";"kg";"164435";""
"Production laitière ";"..Hors quota";"Lactose et autres solides";"Québec";"04-2006";"kg";"181822";""
"Production laitière ";"..Hors quota";"Lactose et autres solides";"Québec";"05-2006";"kg";"153980";""
"Production laitière ";"..Hors quota";"Lactose et autres solides";"Québec";"06-2006";"kg";"111177";""
"Production laitière ";"..Hors quota";"Lactose et autres solides";"Québec";"07-2006";"kg";"55711";""
"Production laitière ";"..Hors quota";"Lactose et autres solides";"Québec";"08-2006";"kg";"28943";""
"Production laitière ";"..Hors quota";"Lactose et autres solides";"Québec";"09-2006";"kg";"36392";""
"Production laitière ";"..Hors quota";"Lactose et autres solides";"Québec";"10-2006";"kg";"38598";""
"Production laitière ";"..Hors quota";"Lactose et autres solides";"Québec";"11-2006";"kg";"34582";""
"Production laitière ";"..Hors quota";"Lactose et autres solides";"Québec";"12-2006";"kg";"89566";""
"Production laitière ";"..Hors quota";"Lactose et autres solides";"Québec";"01-2007";"kg";"106022";""
"Production laitière ";"..Hors quota";"Lactose et autres solides";"Québec";"02-2007";"kg";"108479";""
"Production laitière ";"..Hors quota";"Lactose et autres solides";"Québec";"03-2007";"kg";"116939";""
"Production laitière ";"..Hors quota";"Lactose et autres solides";"Québec";"04-2007";"kg";"4478";""
"Production laitière ";"..Hors quota";"Lactose et autres solides";"Québec";"05-2007";"kg";"37847";""
"Production laitière ";"..Hors quota";"Lactose et autres solides";"Québec";"06-2007";"kg";"84920";""
"Production laitière ";"..Hors quota";"Lactose et autres solides";"Québec";"07-2007";"kg";"82477";""
"Production laitière ";"..Hors quota";"Lactose et autres solides";"Québec";"08-2007";"kg";"38034";""
"Production laitière ";"..Hors quota";"Lactose et autres solides";"Québec";"09-2007";"kg";"49739";""
"Production laitière ";"..Hors quota";"Lactose et autres solides";"Québec";"10-2007";"kg";"55804";""
"Production laitière ";"..Hors quota";"Lactose et autres solides";"Québec";"11-2007";"kg";"53308";""
"Production laitière ";"..Hors quota";"Lactose et autres solides";"Québec";"12-2007";"kg";"129670";""
"Production laitière ";"..Hors quota";"Lactose et autres solides";"Québec";"01-2008";"kg";"144305";""
"Production laitière ";"..Hors quota";"Lactose et autres solides";"Québec";"02-2008";"kg";"147285";""
"Production laitière ";"..Hors quota";"Lactose et autres solides";"Québec";"03-2008";"kg";"155313";""
